"Name of Satellite, Alternate Names",Country of Owner,Owner,Users,Purpose,Class of Orbit,Date of Launch,Launch Site,Coordinates,Launch Vehicle
AsiaSat-5,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,GEO,11-08-09,Baikonur Cosmodrome,45.8595;63.3134,Ariane
COSMO-Skymed 1 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Italian Space Agency/Ministry of Defense,Military/Civil,Earth Observation,LEO,08-06-07,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
COSMO-Skymed 3 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,LEO,25-10-08,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
M-Cubed/E1P-U2 (Michigan Multipurpose Minisat; Explorer 1 Prime - Unit 2 -  HRBE [William A. Hiscock Radiation Belt Explorer]),USA,University of Michigan/Montana University,Civil,Technology Development,LEO,28-10-11,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
Jason 3,USA/France,NASA/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,Government,Earth Observation,LEO,17-01-16,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
Cassiope (CAScade SmallSat and Ionospheric Polar Explorer),Canada,Canadian Space Agency,Government,Earth Science,LEO,29-09-13,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
CUSat-1 (Cornell University Satellite 1),USA,"Space Systems Design Studio, Cornell University",Civil,Technology Development,LEO,29-09-13,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
IRIS (Interface Region Imaging Spectrometer),USA,National Aeronautics and Space Administration (NASA),Government,Space Science,LEO,28-06-13,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
"COSMIC-A (Formosat-3A, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,LEO,15-04-06,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
"COSMIC-B (Formosat-3B, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,LEO,15-04-06,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
"COSMIC-D (Formosat-3D, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,LEO,15-04-06,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
"COSMIC-E (Formosat-3E, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,LEO,15-04-06,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
"COSMIC-F (Formosat-3F, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,LEO,15-04-06,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
"SBSS-1 (Space Based Space Surveillance Satellite, SBSS Block 10 SV1, USA 216)",USA,Strategic Space Command/Space Surveillance Network,Military,Space Observation,LEO,26-09-10,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
"Rapid Pathfinder Program (NROL-66, USA 225)",USA,National Reconnaissance Office (NRO),Military,Technology Development,LEO,06-02-11,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat
AIM (Aeronomy of Ice in Mesosphere),USA,"Center for Atmospheric Sciences, Hampton University/NASA",Government,Earth Observation,LEO,25-04-07,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat 
FORTÉ (Fast On-orbit Recording of Transient Events),USA,Los Alamos National Labs/DOE,Government,Earth Observation,LEO,29-08-97,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat 
Scisat-1 (Atmospheric Chemistry Experiment),Canada,Canadian Space Agency,Government,Space Science,LEO,12-08-03,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat 
ORBCOMM FM-4 (ORBCOM G2),USA,ORBCOMM Inc.,Commercial,Communications,LEO,10-02-98,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat 
MTI (Multispectral Thermal Imager),USA,US Department of Energy/Office of Nonproliferation and National Security,Government/Military,Technology Development,LEO,12-03-00,Vandenberg AFB,34.7420;-120.5724,Soyuz-Fregat (Soyuz 2)
"Formosat-2 (ROCSAT-2, Republic of China Satellite 2) ",Taiwan,National Space Program Office (NSPO),Government/Military,Earth Observation,LEO,21-05-04,Vandenberg AFB,34.7420;-120.5724,Soyuz-ST
NOAA-15 (NOAA-K),USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,LEO,13-05-98,Vandenberg AFB,34.7420;-120.5724,Soyuz-ST
"DMSP 5D-2 F14 (Defense Meteorological Satellites Program, USA 131)",USA,DoD/NOAA,Military,Earth Observation,LEO,04-04-97,Vandenberg AFB,34.7420;-120.5724,Soyuz-ST
"DMSP 5D-3 F15 (Defense Meteorological Satellites Program, USA 147)",USA,DoD/NOAA,Military,Earth Observation,LEO,12-12-99,Vandenberg AFB,34.7420;-120.5724,Soyuz-ST
"DMSP 5D-3 F16 (Defense Meteorological Satellites Program, USA 172)",USA,DoD/NOAA,Military,Earth Observation,LEO,18-10-03,Vandenberg AFB,34.7420;-120.5724,Soyuz-ST
Coriolis (Windsat),USA,US Air Force/ US Navy/NASA,Military,Earth/Space Science,LEO,06-01-03,Vandenberg AFB,34.7420;-120.5724,Soyuz-ST
SLDCOM-3 (Satellite Launch Dispenser Communications System) (USA 119),USA,National Reconnaissance Office (NRO),Military,Communications,Elliptical,12-05-96,Vandenberg AFB,34.7420;-120.5724,Soyuz-ST
"Lacrosse/Onyx 3 (Lacrosse-3, USA 133)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,24-10-97,Vandenberg AFB,34.7420;-120.5724,Soyuz-ST
"Lacrosse/Onyx 4 (Lacrosse-4, USA 152)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,17-08-00,Vandenberg AFB,34.7420;-120.5724,Soyuz-ST
"Keyhole 5 (Advanced KH-11, KH-12-5, Improved Crystal, EIS-3, USA 186)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,19-10-05,Vandenberg AFB,34.7420;-120.5724,Soyuz-ST
Mikhailo Lomonosov (MVL-300),Russia,Moscow State University,Civil/Government,Space Science,LEO,27-04-16,Vostochny Cosmodrome,51.8839402;128.3319234,Soyuz-ST
AIST-2D,Russia,Samara State Aerospace University,Civil,Technology Development,LEO,27-04-16,Vostochny Cosmodrome,51.8839402;128.3319234,Soyuz-ST
SAMSAT 218D ,Russia,Samara State Aerospace University,Civil,Technology Development,LEO,27-04-16,Vostochny Cosmodrome,51.8839402;128.3319234,Soyuz-ST
Phonesat 2.4,USA,National Aeronautics and Space Administration (NASA),Government,Technology Development,LEO,19-11-13,Wallops Island Flight Facility,37.9367;-75.4699,Soyuz-ST
NPS-SCAT (Naval Post-graduate School - Solar Cell Array Tester),USA,Naval Post-Graduate School,Government,Technology Development,LEO,19-11-13,Wallops Island Flight Facility,37.9367;-75.4699,Soyuz-ST-B
Firefly,USA,NASA/Sienna College/Univ. of Maryland,Government/Civil,Earth Science,LEO,19-11-13,Wallops Island Flight Facility,37.9367;-75.4699,Soyuz-ST-B
STARE-B (Horus [Space-Based Telescopes for Actionable Refinement of Ephemeris]),USA,National Reconaissance Office,Military,Space Science,LEO,19-11-13,Wallops Island Flight Facility,37.9367;-75.4699,Soyuz-ST-B
Prometheus 1A,USA,Los Alamos National Laboratory,Military,Technology Development,LEO,19-11-13,Wallops Island Flight Facility,37.9367;-75.4699,Soyuz-ST-B
Prometheus 4A,USA,Los Alamos National Laboratory,Military,Technology Development,LEO,19-11-13,Wallops Island Flight Facility,37.9367;-75.4699,Soyuz-ST-B
Prometheus 4B,USA,Los Alamos National Laboratory,Military,Technology Development,LEO,19-11-13,Wallops Island Flight Facility,37.9367;-75.4699,Soyuz-ST-B
STPSat-3 (Space Test Program Satellite-3) ,USA,US Air Force,Military,Technology Development,LEO,19-11-13,Wallops Island Flight Facility,37.9367;-75.4699,Soyuz-ST-B
ORBCOMM FM-10 (ORBCOMM A2),USA,ORBCOMM Inc.,Commercial,Communications,LEO,23-12-97,Wallops Island Flight Facility,37.9367;-75.4699,Soyuz-ST-B
ORBCOMM FM-11 (ORBCOMM A3),USA,ORBCOMM Inc.,Commercial,Communications,LEO,23-12-97,Wallops Island Flight Facility,37.9367;-75.4699,Space Shuttle (STS 26)
ORBCOMM FM-12 (ORBCOMM A4),USA,ORBCOMM Inc.,Commercial,Communications,LEO,23-12-97,Wallops Island Flight Facility,37.9367;-75.4699,Space Shuttle (STS 31)
ORBCOMM FM-5 (ORBCOMM A6),USA,ORBCOMM Inc.,Commercial,Communications,LEO,23-12-97,Wallops Island Flight Facility,37.9367;-75.4699,Space Shuttle (STS 43)
ORBCOMM FM-6 (ORBCOMM A7),USA,ORBCOMM Inc.,Commercial,Communications,LEO,23-12-97,Wallops Island Flight Facility,37.9367;-75.4699,Space Shuttle (STS 54)
ORBCOMM FM-7 (ORBCOMM A8),USA,ORBCOMM Inc.,Commercial,Communications,LEO,23-12-97,Wallops Island Flight Facility,37.9367;-75.4699,Space Shuttle (STS 70)
ORBCOMM FM-8 (ORBCOMM A1),USA,ORBCOMM Inc.,Commercial,Communications,LEO,23-12-97,Wallops Island Flight Facility,37.9367;-75.4699,Space Shuttle (STS 93)
ORBCOMM FM-9 (ORBCOMM A5),USA,ORBCOMM Inc.,Commercial,Communications,LEO,23-12-97,Wallops Island Flight Facility,37.9367;-75.4699,Start 1
ORBCOMM FM-16 (ORBCOMM B4),USA,ORBCOMM Inc.,Commercial,Communications,LEO,02-08-98,Wallops Island Flight Facility,37.9367;-75.4699,Start 1
ORBCOMM FM-21 (ORBCOMM C1),USA,ORBCOMM Inc.,Commercial,Communications,LEO,23-09-98,Wallops Island Flight Facility,37.9367;-75.4699,Start 1
ORBCOMM FM-23 (ORBCOMM C3),USA,ORBCOMM Inc.,Commercial,Communications,LEO,23-09-98,Wallops Island Flight Facility,37.9367;-75.4699,Strela
ORBCOMM FM-27 (ORBCOMM C7),USA,ORBCOMM Inc.,Commercial,Communications,LEO,23-09-98,Wallops Island Flight Facility,37.9367;-75.4699,Strela
ORBCOMM FM-13 (ORBCOMM B1),USA,ORBCOMM Inc.,Commercial,Communications,LEO,02-08-98,Wallops Island Flight Facility,37.9367;-75.4699,Taurus
ORBCOMM FM-14 (ORBCOMM B2),USA,ORBCOMM Inc.,Commercial,Communications,LEO,02-08-98,Wallops Island Flight Facility,37.9367;-75.4699,Taurus
ORBCOMM FM-15 (ORBCOMM B3),USA,ORBCOMM Inc.,Commercial,Communications,LEO,02-08-98,Wallops Island Flight Facility,37.9367;-75.4699,Taurus XL
ORBCOMM FM-18 (ORBCOMM B6),USA,ORBCOMM Inc.,Commercial,Communications,LEO,02-08-98,Wallops Island Flight Facility,37.9367;-75.4699,Titan 2
ORBCOMM FM-19 (ORBCOMM B7),USA,ORBCOMM Inc.,Commercial,Communications,LEO,02-08-98,Wallops Island Flight Facility,37.9367;-75.4699,Titan 2
ORBCOMM FM-20 (ORBCOMM B8),USA,ORBCOMM Inc.,Commercial,Communications,LEO,02-08-98,Wallops Island Flight Facility,37.9367;-75.4699,Titan 2
